Designation,Post,Course,Department,Degree,Year,Type,Department.1,Course.1,Degree.1,Year.1,Access
Stud,Undergraduate,IT_1,IT,BTech,1,compre_paper,IT,IT_1,BTech,1,Yes
Stud,Undergraduate,IT_2,IT,BTech,1,compre_paper,IT,IT_2,BTech,1,Yes
Stud,Undergraduate,IT_3,IT,BTech,1,compre_paper,IT,IT_3,BTech,1,Yes
Stud,Undergraduate,IT_4,IT,BTech,1,compre_paper,IT,IT_4,BTech,1,Yes
Stud,Undergraduate,IT_5,IT,BTech,1,compre_paper,IT,IT_5,BTech,1,Yes
Stud,Undergraduate,IT_6,IT,BTech,2,compre_paper,IT,IT_6,BTech,2,Yes
Stud,Undergraduate,IT_7,IT,BTech,2,compre_paper,IT,IT_7,BTech,2,Yes
Stud,Undergraduate,IT_8,IT,BTech,2,compre_paper,IT,IT_8,BTech,2,Yes
Stud,Undergraduate,IT_9,IT,BTech,2,compre_paper,IT,IT_9,BTech,2,Yes
Stud,Undergraduate,IT_10,IT,BTech,2,compre_paper,IT,IT_10,BTech,2,Yes
Stud,Undergraduate,IT_11,IT,BTech,3,compre_paper,IT,IT_11,BTech,3,Yes
Stud,Undergraduate,IT_12,IT,BTech,3,compre_paper,IT,IT_12,BTech,3,Yes
Stud,Undergraduate,IT_13,IT,BTech,3,compre_paper,IT,IT_13,BTech,3,Yes
Stud,Undergraduate,IT_14,IT,BTech,3,compre_paper,IT,IT_14,BTech,3,Yes
Stud,Undergraduate,IT_15,IT,BTech,3,compre_paper,IT,IT_15,BTech,3,Yes
Stud,Undergraduate,IT_16,IT,BTech,4,compre_paper,IT,IT_16,BTech,4,Yes
Stud,Undergraduate,IT_17,IT,BTech,4,compre_paper,IT,IT_17,BTech,4,Yes
Stud,Undergraduate,IT_18,IT,BTech,4,compre_paper,IT,IT_18,BTech,4,Yes
Stud,Undergraduate,IT_19,IT,BTech,4,compre_paper,IT,IT_19,BTech,4,Yes
Stud,Undergraduate,IT_20,IT,BTech,4,compre_paper,IT,IT_20,BTech,4,Yes
Stud,Undergraduate,IT_1,IT,BTech,1,result,IT,IT_1,BTech,1,Yes
Stud,Undergraduate,IT_2,IT,BTech,1,result,IT,IT_2,BTech,1,Yes
Stud,Undergraduate,IT_3,IT,BTech,1,result,IT,IT_3,BTech,1,Yes
Stud,Undergraduate,IT_4,IT,BTech,1,result,IT,IT_4,BTech,1,Yes
Stud,Undergraduate,IT_5,IT,BTech,1,result,IT,IT_5,BTech,1,Yes
Stud,Undergraduate,IT_6,IT,BTech,2,result,IT,IT_6,BTech,2,Yes
Stud,Undergraduate,IT_7,IT,BTech,2,result,IT,IT_7,BTech,2,Yes
Stud,Undergraduate,IT_8,IT,BTech,2,result,IT,IT_8,BTech,2,Yes
Stud,Undergraduate,IT_9,IT,BTech,2,result,IT,IT_9,BTech,2,Yes
Stud,Undergraduate,IT_10,IT,BTech,2,result,IT,IT_10,BTech,2,Yes
Stud,Undergraduate,IT_11,IT,BTech,3,result,IT,IT_11,BTech,3,Yes
Stud,Undergraduate,IT_12,IT,BTech,3,result,IT,IT_12,BTech,3,Yes
Stud,Undergraduate,IT_13,IT,BTech,3,result,IT,IT_13,BTech,3,Yes
Stud,Undergraduate,IT_14,IT,BTech,3,result,IT,IT_14,BTech,3,Yes
Stud,Undergraduate,IT_15,IT,BTech,3,result,IT,IT_15,BTech,3,Yes
Stud,Undergraduate,IT_16,IT,BTech,4,result,IT,IT_16,BTech,4,Yes
Stud,Undergraduate,IT_17,IT,BTech,4,result,IT,IT_17,BTech,4,Yes
Stud,Undergraduate,IT_18,IT,BTech,4,result,IT,IT_18,BTech,4,Yes
Stud,Undergraduate,IT_19,IT,BTech,4,result,IT,IT_19,BTech,4,Yes
Stud,Undergraduate,IT_20,IT,BTech,4,result,IT,IT_20,BTech,4,Yes
Stud,Undergraduate,IT_1,IT,BTech,1,attendance,IT,IT_1,BTech,1,Yes
Stud,Undergraduate,IT_1,IT,BTech,1,attendance,IT,IT_2,BTech,1,Yes
Stud,Undergraduate,IT_1,IT,BTech,1,attendance,IT,IT_3,BTech,1,Yes
Stud,Undergraduate,IT_1,IT,BTech,1,attendance,IT,IT_4,BTech,1,Yes
Stud,Undergraduate,IT_1,IT,BTech,1,attendance,IT,IT_5,BTech,1,Yes
Stud,Undergraduate,IT_6,IT,BTech,2,attendance,IT,IT_6,BTech,1,Yes
Stud,Undergraduate,IT_6,IT,BTech,2,attendance,IT,IT_7,BTech,1,Yes
Stud,Undergraduate,IT_6,IT,BTech,2,attendance,IT,IT_8,BTech,1,Yes
Stud,Undergraduate,IT_6,IT,BTech,2,attendance,IT,IT_9,BTech,1,Yes
Stud,Undergraduate,IT_6,IT,BTech,2,attendance,IT,IT_10,BTech,1,Yes
Stud,Undergraduate,IT_11,IT,BTech,3,attendance,IT,IT_11,BTech,1,Yes
Stud,Undergraduate,IT_13,IT,BTech,3,attendance,IT,IT_12,BTech,1,Yes
Stud,Undergraduate,IT_13,IT,BTech,3,attendance,IT,IT_13,BTech,1,Yes
Stud,Undergraduate,IT_14,IT,BTech,3,attendance,IT,IT_14,BTech,1,Yes
Stud,Undergraduate,IT_15,IT,BTech,3,attendance,IT,IT_15,BTech,1,Yes
Stud,Undergraduate,IT_16,IT,BTech,4,attendance,IT,IT_16,BTech,1,Yes
Faculty,Associate,IT_1,IT,NotA,-1,assgn,IT,IT_1,BTech,1,Yes
Faculty,Associate,IT_2,IT,NotA,-1,assgn,IT,IT_2,BTech,1,Yes
Faculty,Associate,IT_3,IT,NotA,-1,assgn,IT,IT_3,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,-1,assgn,IT,IT_4,BTech,1,Yes
Faculty,Assistant,IT_5,IT,NotA,-1,assgn,IT,IT_5,BTech,1,Yes
Faculty,Associate,IT_6,IT,NotA,-1,assgn,IT,IT_6,BTech,2,Yes
Faculty,Associate,IT_7,IT,NotA,-1,assgn,IT,IT_7,BTech,2,Yes
Faculty,Associate,IT_8,IT,NotA,-1,assgn,IT,IT_8,BTech,2,Yes
Faculty,Assistant,IT_9,IT,NotA,-1,assgn,IT,IT_9,BTech,2,Yes
Faculty,Assistant,IT_10,IT,NotA,-1,assgn,IT,IT_10,BTech,2,Yes
Faculty,Associate,IT_11,IT,NotA,-1,assgn,IT,IT_11,BTech,3,Yes
Faculty,Associate,IT_12,IT,NotA,-1,assgn,IT,IT_12,BTech,3,Yes
Faculty,Associate,IT_13,IT,NotA,-1,assgn,IT,IT_13,BTech,3,Yes
Faculty,Assistant,IT_14,IT,NotA,-1,assgn,IT,IT_14,BTech,3,Yes
Faculty,Assistant,IT_15,IT,NotA,-1,assgn,IT,IT_15,BTech,3,Yes
Faculty,Associate,IT_16,IT,NotA,-1,assgn,IT,IT_16,BTech,4,Yes
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,IT,IT_1,BTech,1,Yes
Faculty,Associate,IT_2,IT,NotA,-1,compre_paper,IT,IT_2,BTech,1,Yes
Faculty,Associate,IT_3,IT,NotA,-1,compre_paper,IT,IT_3,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,-1,compre_paper,IT,IT_4,BTech,1,Yes
Faculty,Assistant,IT_5,IT,NotA,-1,compre_paper,IT,IT_5,BTech,1,Yes
Faculty,Associate,IT_6,IT,NotA,-1,compre_paper,IT,IT_6,BTech,2,Yes
Faculty,Associate,IT_7,IT,NotA,-1,compre_paper,IT,IT_7,BTech,2,Yes
Faculty,Associate,IT_8,IT,NotA,-1,compre_paper,IT,IT_8,BTech,2,Yes
Faculty,Assistant,IT_9,IT,NotA,-1,compre_paper,IT,IT_9,BTech,2,Yes
Faculty,Assistant,IT_10,IT,NotA,-1,compre_paper,IT,IT_10,BTech,2,Yes
Faculty,Associate,IT_11,IT,NotA,-1,compre_paper,IT,IT_11,BTech,3,Yes
Faculty,Associate,IT_12,IT,NotA,-1,compre_paper,IT,IT_12,BTech,3,Yes
Faculty,Associate,IT_13,IT,NotA,-1,compre_paper,IT,IT_13,BTech,3,Yes
Faculty,Assistant,IT_14,IT,NotA,-1,compre_paper,IT,IT_14,BTech,3,Yes
Faculty,Assistant,IT_15,IT,NotA,-1,compre_paper,IT,IT_15,BTech,3,Yes
Faculty,Associate,IT_16,IT,NotA,-1,compre_paper,IT,IT_16,BTech,4,Yes
Faculty,Associate,IT_1,IT,NotA,-1,result,IT,IT_1,BTech,1,Yes
Faculty,Associate,IT_2,IT,NotA,-1,result,IT,IT_2,BTech,1,Yes
Faculty,Associate,IT_3,IT,NotA,-1,result,IT,IT_3,BTech,1,Yes
Faculty,Assistant,IT_4,IT,NotA,-1,result,IT,IT_4,BTech,1,Yes
Faculty,Assistant,IT_5,IT,NotA,-1,result,IT,IT_5,BTech,1,Yes
Faculty,Associate,IT_6,IT,NotA,-1,result,IT,IT_6,BTech,2,Yes
Faculty,Associate,IT_7,IT,NotA,-1,result,IT,IT_7,BTech,2,Yes
Faculty,Associate,IT_8,IT,NotA,-1,result,IT,IT_8,BTech,2,Yes
Faculty,Assistant,IT_9,IT,NotA,-1,result,IT,IT_9,BTech,2,Yes
Faculty,Assistant,IT_10,IT,NotA,-1,result,IT,IT_10,BTech,2,Yes
Faculty,Associate,IT_11,IT,NotA,-1,result,IT,IT_11,BTech,3,Yes
Faculty,Associate,IT_12,IT,NotA,-1,result,IT,IT_12,BTech,3,Yes
Faculty,Associate,IT_13,IT,NotA,-1,result,IT,IT_13,BTech,3,Yes
Faculty,Assistant,IT_14,IT,NotA,-1,result,IT,IT_14,BTech,3,Yes
Faculty,Assistant,IT_15,IT,NotA,-1,result,IT,IT_15,BTech,3,Yes
Faculty,Associate,IT_16,IT,NotA,-1,result,IT,IT_16,BTech,4,Yes
Placement_coordinator,Undergraduate,NotA,IT,BTech,-1,placement_details,IT,NotA,BTech,-1,Yes
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_6,BTech,2,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_7,BTech,2,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_8,BTech,2,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_9,BTech,2,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_10,BTech,2,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_11,BTech,3,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_12,BTech,3,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_13,BTech,3,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_14,BTech,3,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_15,BTech,3,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_16,BTech,4,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_17,BTech,4,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_18,BTech,4,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_19,BTech,4,No
Faculty,Associate,CSE_1,CSE,NotA,-1,assgn,IT,IT_20,BTech,4,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_1,BTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_2,BTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_3,BTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_4,BTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_5,BTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_6,BTech,2,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_7,BTech,2,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_8,BTech,2,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_9,BTech,2,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_10,BTech,2,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_11,BTech,3,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_12,BTech,3,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_13,BTech,3,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_14,BTech,3,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_15,BTech,3,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_16,BTech,4,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_17,BTech,4,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_18,BTech,4,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_19,BTech,4,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_20,BTech,4,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_21,MTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_22,MTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_23,MTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_24,MTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_25,MTech,1,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_26,MTech,2,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_27,MTech,2,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_28,MTech,2,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_29,MTech,2,No
Faculty,Associate,IT_1,IT,NotA,-1,compre_paper,ECE,ECE_30,MTech,2,No
Teaching_assis,PhD,CSE_3,CSE,BTech,1,report_assgn,CSE,CSE_3,BTech,1,Yes
Faculty,Assistant,IT_1,IT,NotA,-1,placement_details,CSE,NotA,BTech,-1,No
Faculty,Assistant,IT_1,IT,NotA,-1,placement_details,ECE,NotA,BTech,-1,No
Faculty,Assistant,IT_1,IT,NotA,-1,placement_details,ECE,NotA,MTech,-1,No
Faculty,Assistant,IT_1,IT,NotA,-1,placement_details,CE,NotA,BTech,-1,No
Faculty,Assistant,IT_1,IT,NotA,-1,placement_details,CE,NotA,MTech,-1,No
Faculty,Assistant,IT_1,IT,NotA,-1,placement_details,Mech,NotA,BTech,-1,No
Faculty,Assistant,IT_1,IT,NotA,-1,placement_details,Mech,NotA,MTech,-1,No
Teaching_assis,PhD,IT_1,IT,BTech,1,assgn,CSE,CSE_1,BTech,1,No
Teaching_assis,PhD,IT_2,IT,BTech,1,assgn,CSE,CSE_2,BTech,1,No
Teaching_assis,PhD,IT_3,IT,BTech,1,assgn,CSE,CSE_3,BTech,1,No
Teaching_assis,PhD,IT_4,IT,BTech,1,assgn,CSE,CSE_4,BTech,1,No
Teaching_assis,PhD,IT_5,IT,BTech,1,assgn,CSE,CSE_5,BTech,1,No
Teaching_assis,PhD,IT_6,IT,BTech,2,assgn,CSE,CSE_6,BTech,2,No
Teaching_assis,PhD,IT_7,IT,BTech,2,assgn,CSE,CSE_7,BTech,2,No
Teaching_assis,PhD,IT_8,IT,BTech,2,assgn,CSE,CSE_8,BTech,2,No
Teaching_assis,PhD,IT_9,IT,BTech,2,assgn,CSE,CSE_9,BTech,2,No
Teaching_assis,PhD,IT_10,IT,BTech,2,assgn,CSE,CSE_10,BTech,2,No
Teaching_assis,PhD,IT_11,IT,BTech,3,assgn,CSE,CSE_11,BTech,3,No
Teaching_assis,PhD,IT_12,IT,BTech,3,assgn,CSE,CSE_12,BTech,3,No
Teaching_assis,PhD,IT_13,IT,BTech,3,assgn,CSE,CSE_13,BTech,3,No
Teaching_assis,PhD,IT_14,IT,BTech,3,assgn,CSE,CSE_14,BTech,3,No
Teaching_assis,PhD,IT_15,IT,BTech,3,assgn,CSE,CSE_15,BTech,3,No
Teaching_assis,PhD,IT_11,IT,BTech,3,mids_paper,CSE,CSE_11,BTech,3,No
Teaching_assis,PhD,IT_12,IT,BTech,3,mids_paper,CSE,CSE_12,BTech,3,No
Teaching_assis,PhD,IT_13,IT,BTech,3,mids_paper,CSE,CSE_13,BTech,3,No
Teaching_assis,PhD,IT_14,IT,BTech,3,mids_paper,CSE,CSE_14,BTech,3,No
Teaching_assis,PhD,IT_15,IT,BTech,3,mids_paper,CSE,CSE_15,BTech,3,No
Teaching_assis,PhD,IT_16,IT,BTech,4,compre_paper,CSE,CSE_16,BTech,4,No
Teaching_assis,PhD,IT_17,IT,BTech,4,compre_paper,CSE,CSE_17,BTech,4,No
Teaching_assis,PhD,IT_18,IT,BTech,4,compre_paper,CSE,CSE_18,BTech,4,No
Teaching_assis,PhD,IT_19,IT,BTech,4,compre_paper,CSE,CSE_19,BTech,4,No
Teaching_assis,PhD,IT_20,IT,BTech,4,compre_paper,CSE,CSE_20,BTech,4,No
Teaching_assis,PhD,IT_4,IT,BTech,1,answer_sheet,CSE,CSE_1,BTech,1,No
Teaching_assis,PhD,IT_5,IT,BTech,2,answer_sheet,CSE,CSE_2,BTech,1,No
Teaching_assis,PhD,IT_6,IT,BTech,2,answer_sheet,CSE,CSE_7,BTech,2,No
Teaching_assis,PhD,IT_11,IT,BTech,3,answer_sheet,CSE,CSE_11,BTech,3,No
Teaching_assis,PhD,IT_16,IT,BTech,4,answer_sheet,CSE,CSE_16,BTech,4,No
Teaching_assis,PhD,IT_1,IT,BTech,1,attendance,CSE,ECE_1,BTech,1,No
Teaching_assis,PhD,IT_6,IT,BTech,2,attendance,CSE,ECE_6,BTech,2,No
Teaching_assis,PhD,IT_11,IT,BTech,3,attendance,CSE,ECE_11,BTech,3,No
Teaching_assis,PhD,IT_17,IT,BTech,4,attendance,CSE,CSE_17,BTech,4,No
Teaching_assis,PhD,IT_2,IT,BTech,1,result,CSE,CE_2,BTech,1,No
Teaching_assis,PhD,IT_7,IT,BTech,2,result,CSE,CE_7,BTech,2,No
Teaching_assis,PhD,IT_13,IT,BTech,3,result,CSE,CE_13,BTech,3,No
Teaching_assis,PhD,IT_20,IT,BTech,4,result,CSE,CE_20,BTech,4,No
Teaching_assis,PhD,IT_1,IT,BTech,1,assgn,CSE,CSE_1,BTech,1,No
Teaching_assis,PhD,IT_2,IT,BTech,1,assgn,CSE,CSE_2,BTech,1,No
Teaching_assis,PhD,IT_3,IT,BTech,1,assgn,CSE,CSE_3,BTech,1,No
Teaching_assis,PhD,IT_4,IT,BTech,1,assgn,CSE,CSE_4,BTech,1,No
Teaching_assis,PhD,IT_5,IT,BTech,1,assgn,CSE,CSE_5,BTech,1,No
Teaching_assis,PhD,IT_1,IT,BTech,1,assgn,IT,IT_1,BTech,1,Yes
Teaching_assis,PhD,IT_2,IT,BTech,1,assgn,IT,IT_2,BTech,1,Yes
Teaching_assis,PhD,IT_3,IT,BTech,1,assgn,IT,IT_3,BTech,1,Yes
Teaching_assis,PhD,IT_4,IT,BTech,1,assgn,IT,IT_4,BTech,1,Yes
Teaching_assis,PhD,IT_5,IT,BTech,1,assgn,IT,IT_5,BTech,1,Yes
Teaching_assis,PhD,IT_6,IT,BTech,2,assgn,IT,IT_6,BTech,2,Yes
Teaching_assis,PhD,IT_7,IT,BTech,2,assgn,IT,IT_7,BTech,2,Yes
Teaching_assis,PhD,IT_8,IT,BTech,2,assgn,IT,IT_8,BTech,2,Yes
Teaching_assis,PhD,IT_9,IT,BTech,2,assgn,IT,IT_9,BTech,2,Yes
Teaching_assis,PhD,IT_10,IT,BTech,2,assgn,IT,IT_10,BTech,2,Yes
Teaching_assis,PhD,IT_11,IT,BTech,3,assgn,IT,IT_11,BTech,3,Yes
Teaching_assis,PhD,IT_12,IT,BTech,3,assgn,IT,IT_12,BTech,3,Yes
Teaching_assis,PhD,IT_13,IT,BTech,3,assgn,IT,IT_13,BTech,3,Yes
Teaching_assis,PhD,IT_14,IT,BTech,3,assgn,IT,IT_14,BTech,3,Yes
Teaching_assis,PhD,IT_15,IT,BTech,3,assgn,IT,IT_15,BTech,3,Yes
Teaching_assis,PhD,IT_11,IT,BTech,3,mids_paper,IT,IT_11,BTech,3,Yes
Teaching_assis,PhD,IT_12,IT,BTech,3,mids_paper,IT,IT_12,BTech,3,Yes
Teaching_assis,PhD,IT_13,IT,BTech,3,mids_paper,IT,IT_13,BTech,3,Yes
Teaching_assis,PhD,IT_14,IT,BTech,3,mids_paper,IT,IT_14,BTech,3,Yes
Teaching_assis,PhD,IT_15,IT,BTech,3,mids_paper,IT,IT_15,BTech,3,Yes
