Designation,Department,Degree,Year,Type,Department.1,Degree.1,Year.1,Access
stu,ce,mtech,2,dept_bud,eni,NotA,NotA,No
stu,ce,mtech,1,dept_bud,pha,NotA,NotA,No
stu,ce,mtech,2,dept_bud,pha,NotA,NotA,No
stu,ce,mtech,1,dept_bud,chem,NotA,NotA,No
stu,ce,mtech,2,dept_bud,chem,NotA,NotA,No
stu,chem,btech,1,asgn,chem,btech,2,No
stu,chem,btech,1,asgn,chem,btech,3,No
stu,chem,btech,1,asgn,chem,btech,4,No
stu,chem,btech,2,asgn,chem,btech,3,No
stu,chem,btech,2,asgn,chem,btech,4,No
stu,chem,btech,3,asgn,chem,btech,4,No
stu,pha,btech,1,asgn,pha,btech,2,No
stu,pha,btech,1,asgn,pha,btech,3,No
stu,pha,btech,1,asgn,pha,btech,4,No
stu,pha,btech,2,asgn,pha,btech,3,No
stu,pha,btech,2,asgn,pha,btech,4,No
stu,pha,btech,3,asgn,pha,btech,4,No
stu,eni,btech,1,asgn,eni,btech,2,No
stu,eni,btech,1,asgn,eni,btech,3,No
stu,eni,btech,1,asgn,eni,btech,4,No
stu,eni,btech,2,asgn,eni,btech,3,No
stu,eni,btech,2,asgn,eni,btech,4,No
stu,eni,btech,3,asgn,eni,btech,4,No
prof,IT,NotA,NotA,attdn,IT,btech,1,Yes
prof,IT,NotA,NotA,attdn,IT,btech,2,Yes
prof,IT,NotA,NotA,attdn,IT,btech,3,Yes
prof,IT,NotA,NotA,attdn,IT,btech,4,Yes
prof,IT,NotA,NotA,attdn,eni,btech,1,Yes
prof,IT,NotA,NotA,attdn,eni,btech,2,Yes
prof,IT,NotA,NotA,attdn,eni,btech,3,Yes
prof,IT,NotA,NotA,attdn,eni,btech,4,Yes
prof,IT,NotA,NotA,attdn,pha,btech,1,Yes
prof,IT,NotA,NotA,attdn,pha,btech,2,Yes
prof,IT,NotA,NotA,attdn,pha,btech,3,Yes
prof,IT,NotA,NotA,attdn,pha,btech,4,Yes
prof,IT,NotA,NotA,attdn,chem,btech,1,Yes
prof,IT,NotA,NotA,attdn,chem,btech,2,Yes
prof,IT,NotA,NotA,attdn,chem,btech,3,Yes
prof,IT,NotA,NotA,attdn,chem,btech,4,Yes
prof,pha,NotA,NotA,attdn,IT,btech,1,Yes
prof,pha,NotA,NotA,attdn,IT,btech,2,Yes
prof,pha,NotA,NotA,attdn,IT,btech,3,Yes
prof,pha,NotA,NotA,attdn,IT,btech,4,Yes
prof,pha,NotA,NotA,attdn,eni,btech,1,Yes
prof,pha,NotA,NotA,attdn,eni,btech,2,Yes
prof,pha,NotA,NotA,attdn,eni,btech,3,Yes
prof,pha,NotA,NotA,attdn,eni,btech,4,Yes
prof,pha,NotA,NotA,attdn,pha,btech,1,Yes
prof,pha,NotA,NotA,attdn,pha,btech,2,Yes
prof,pha,NotA,NotA,attdn,pha,btech,3,Yes
prof,pha,NotA,NotA,attdn,pha,btech,4,Yes
prof,pha,NotA,NotA,attdn,chem,btech,1,Yes
prof,pha,NotA,NotA,attdn,chem,btech,2,Yes
prof,pha,NotA,NotA,attdn,chem,btech,3,Yes
prof,pha,NotA,NotA,attdn,chem,btech,4,Yes
prof,eni,NotA,NotA,attdn,IT,btech,1,Yes
prof,eni,NotA,NotA,attdn,IT,btech,2,Yes
prof,eni,NotA,NotA,attdn,IT,btech,3,Yes
prof,eni,NotA,NotA,attdn,IT,btech,4,Yes
prof,eni,NotA,NotA,attdn,eni,btech,1,Yes
prof,eni,NotA,NotA,attdn,eni,btech,2,Yes
prof,eni,NotA,NotA,attdn,eni,btech,3,Yes
prof,eni,NotA,NotA,attdn,eni,btech,4,Yes
prof,eni,NotA,NotA,attdn,pha,btech,1,Yes
prof,eni,NotA,NotA,attdn,pha,btech,2,Yes
prof,eni,NotA,NotA,attdn,pha,btech,3,Yes
prof,eni,NotA,NotA,attdn,pha,btech,4,Yes
prof,eni,NotA,NotA,attdn,chem,btech,1,Yes
prof,eni,NotA,NotA,attdn,chem,btech,2,Yes
prof,eni,NotA,NotA,attdn,chem,btech,3,Yes
prof,eni,NotA,NotA,attdn,chem,btech,4,Yes
prof,chem,NotA,NotA,attdn,IT,btech,1,Yes
prof,chem,NotA,NotA,attdn,IT,btech,2,Yes
prof,chem,NotA,NotA,attdn,IT,btech,3,Yes
prof,chem,NotA,NotA,attdn,IT,btech,4,Yes
prof,chem,NotA,NotA,attdn,eni,btech,1,Yes
prof,chem,NotA,NotA,attdn,eni,btech,2,Yes
prof,chem,NotA,NotA,attdn,eni,btech,3,Yes
prof,chem,NotA,NotA,attdn,eni,btech,4,Yes
prof,chem,NotA,NotA,attdn,pha,btech,1,Yes
prof,chem,NotA,NotA,attdn,pha,btech,2,Yes
prof,chem,NotA,NotA,attdn,pha,btech,3,Yes
prof,chem,NotA,NotA,attdn,pha,btech,4,Yes
prof,chem,NotA,NotA,attdn,chem,btech,1,Yes
prof,chem,NotA,NotA,attdn,chem,btech,2,Yes
prof,chem,NotA,NotA,attdn,chem,btech,3,Yes
prof,chem,NotA,NotA,attdn,chem,btech,4,Yes
prof,IT,NotA,NotA,attdn,IT,mtech,1,Yes
prof,IT,NotA,NotA,attdn,IT,mtech,2,Yes
prof,IT,NotA,NotA,attdn,eni,mtech,1,Yes
prof,IT,NotA,NotA,attdn,eni,mtech,2,Yes
prof,IT,NotA,NotA,attdn,pha,mtech,1,Yes
prof,IT,NotA,NotA,attdn,pha,mtech,2,Yes
prof,IT,NotA,NotA,attdn,chem,mtech,1,Yes
prof,IT,NotA,NotA,attdn,chem,mtech,2,Yes
prof,pha,NotA,NotA,attdn,IT,mtech,1,Yes
prof,pha,NotA,NotA,attdn,IT,mtech,2,Yes
prof,pha,NotA,NotA,attdn,eni,mtech,1,Yes
prof,pha,NotA,NotA,attdn,eni,mtech,2,Yes
prof,pha,NotA,NotA,attdn,pha,mtech,1,Yes
prof,pha,NotA,NotA,attdn,pha,mtech,2,Yes
prof,pha,NotA,NotA,attdn,chem,mtech,1,Yes
prof,pha,NotA,NotA,attdn,chem,mtech,2,Yes
prof,eni,NotA,NotA,attdn,IT,mtech,1,Yes
prof,eni,NotA,NotA,attdn,IT,mtech,2,Yes
prof,eni,NotA,NotA,attdn,eni,mtech,1,Yes
prof,eni,NotA,NotA,attdn,eni,mtech,2,Yes
prof,eni,NotA,NotA,attdn,pha,mtech,1,Yes
prof,eni,NotA,NotA,attdn,pha,mtech,2,Yes
prof,eni,NotA,NotA,attdn,chem,mtech,1,Yes
prof,eni,NotA,NotA,attdn,chem,mtech,2,Yes
prof,chem,NotA,NotA,attdn,IT,mtech,1,Yes
prof,chem,NotA,NotA,attdn,IT,mtech,2,Yes
prof,chem,NotA,NotA,attdn,eni,mtech,1,Yes
prof,chem,NotA,NotA,attdn,eni,mtech,2,Yes
prof,chem,NotA,NotA,attdn,pha,mtech,1,Yes
prof,chem,NotA,NotA,attdn,pha,mtech,2,Yes
prof,chem,NotA,NotA,attdn,chem,mtech,1,Yes
prof,chem,NotA,NotA,attdn,chem,mtech,2,Yes
prof,IT,NotA,NotA,std_mat,IT,btech,1,Yes
prof,IT,NotA,NotA,std_mat,IT,btech,2,Yes
prof,IT,NotA,NotA,std_mat,IT,btech,3,Yes
prof,IT,NotA,NotA,std_mat,IT,btech,4,Yes
prof,IT,NotA,NotA,std_mat,eni,btech,1,Yes
prof,IT,NotA,NotA,std_mat,eni,btech,2,Yes
prof,IT,NotA,NotA,std_mat,eni,btech,3,Yes
prof,IT,NotA,NotA,std_mat,eni,btech,4,Yes
prof,IT,NotA,NotA,std_mat,pha,btech,1,Yes
prof,IT,NotA,NotA,std_mat,pha,btech,2,Yes
prof,IT,NotA,NotA,std_mat,pha,btech,3,Yes
prof,IT,NotA,NotA,std_mat,pha,btech,4,Yes
prof,IT,NotA,NotA,std_mat,chem,btech,1,Yes
prof,IT,NotA,NotA,std_mat,chem,btech,2,Yes
prof,IT,NotA,NotA,std_mat,chem,btech,3,Yes
prof,IT,NotA,NotA,std_mat,chem,btech,4,Yes
prof,pha,NotA,NotA,std_mat,IT,btech,1,Yes
prof,pha,NotA,NotA,std_mat,IT,btech,2,Yes
prof,pha,NotA,NotA,std_mat,IT,btech,3,Yes
prof,pha,NotA,NotA,std_mat,IT,btech,4,Yes
prof,pha,NotA,NotA,std_mat,eni,btech,1,Yes
prof,pha,NotA,NotA,std_mat,eni,btech,2,Yes
prof,pha,NotA,NotA,std_mat,eni,btech,3,Yes
prof,pha,NotA,NotA,std_mat,eni,btech,4,Yes
prof,pha,NotA,NotA,std_mat,pha,btech,1,Yes
prof,pha,NotA,NotA,std_mat,pha,btech,2,Yes
prof,pha,NotA,NotA,std_mat,pha,btech,3,Yes
prof,pha,NotA,NotA,std_mat,pha,btech,4,Yes
prof,pha,NotA,NotA,std_mat,chem,btech,1,Yes
prof,pha,NotA,NotA,std_mat,chem,btech,2,Yes
prof,pha,NotA,NotA,std_mat,chem,btech,3,Yes
prof,pha,NotA,NotA,std_mat,chem,btech,4,Yes
prof,eni,NotA,NotA,std_mat,IT,btech,1,Yes
prof,eni,NotA,NotA,std_mat,IT,btech,2,Yes
prof,eni,NotA,NotA,std_mat,IT,btech,3,Yes
prof,eni,NotA,NotA,std_mat,IT,btech,4,Yes
prof,eni,NotA,NotA,std_mat,eni,btech,1,Yes
prof,eni,NotA,NotA,std_mat,eni,btech,2,Yes
prof,eni,NotA,NotA,std_mat,eni,btech,3,Yes
prof,eni,NotA,NotA,std_mat,eni,btech,4,Yes
prof,eni,NotA,NotA,std_mat,pha,btech,1,Yes
prof,eni,NotA,NotA,std_mat,pha,btech,2,Yes
prof,eni,NotA,NotA,std_mat,pha,btech,3,Yes
prof,eni,NotA,NotA,std_mat,pha,btech,4,Yes
prof,eni,NotA,NotA,std_mat,chem,btech,1,Yes
prof,eni,NotA,NotA,std_mat,chem,btech,2,Yes
prof,eni,NotA,NotA,std_mat,chem,btech,3,Yes
prof,eni,NotA,NotA,std_mat,chem,btech,4,Yes
prof,chem,NotA,NotA,std_mat,IT,btech,1,Yes
prof,chem,NotA,NotA,std_mat,IT,btech,2,Yes
prof,chem,NotA,NotA,std_mat,IT,btech,3,Yes
prof,chem,NotA,NotA,std_mat,IT,btech,4,Yes
prof,chem,NotA,NotA,std_mat,eni,btech,1,Yes
prof,chem,NotA,NotA,std_mat,eni,btech,2,Yes
prof,chem,NotA,NotA,std_mat,eni,btech,3,Yes
prof,chem,NotA,NotA,std_mat,eni,btech,4,Yes
prof,chem,NotA,NotA,std_mat,pha,btech,1,Yes
prof,chem,NotA,NotA,std_mat,pha,btech,2,Yes
prof,chem,NotA,NotA,std_mat,pha,btech,3,Yes
prof,chem,NotA,NotA,std_mat,pha,btech,4,Yes
prof,chem,NotA,NotA,std_mat,chem,btech,1,Yes
prof,chem,NotA,NotA,std_mat,chem,btech,2,Yes
prof,chem,NotA,NotA,std_mat,chem,btech,3,Yes
prof,chem,NotA,NotA,std_mat,chem,btech,4,Yes
prof,IT,NotA,NotA,std_mat,IT,mtech,1,Yes
prof,IT,NotA,NotA,std_mat,IT,mtech,2,Yes
prof,IT,NotA,NotA,std_mat,eni,mtech,1,Yes
prof,IT,NotA,NotA,std_mat,eni,mtech,2,Yes
prof,IT,NotA,NotA,std_mat,pha,mtech,1,Yes
prof,IT,NotA,NotA,std_mat,pha,mtech,2,Yes
prof,IT,NotA,NotA,std_mat,chem,mtech,1,Yes
prof,IT,NotA,NotA,std_mat,chem,mtech,2,Yes
prof,pha,NotA,NotA,std_mat,IT,mtech,1,Yes
prof,pha,NotA,NotA,std_mat,IT,mtech,2,Yes
prof,pha,NotA,NotA,std_mat,eni,mtech,1,Yes
prof,pha,NotA,NotA,std_mat,eni,mtech,2,Yes
prof,pha,NotA,NotA,std_mat,pha,mtech,1,Yes
prof,pha,NotA,NotA,std_mat,pha,mtech,2,Yes
prof,pha,NotA,NotA,std_mat,chem,mtech,1,Yes
prof,pha,NotA,NotA,std_mat,chem,mtech,2,Yes
prof,eni,NotA,NotA,std_mat,IT,mtech,1,Yes
prof,eni,NotA,NotA,std_mat,IT,mtech,2,Yes
prof,eni,NotA,NotA,std_mat,eni,mtech,1,Yes
prof,eni,NotA,NotA,std_mat,eni,mtech,2,Yes
prof,eni,NotA,NotA,std_mat,pha,mtech,1,Yes
prof,eni,NotA,NotA,std_mat,pha,mtech,2,Yes
prof,eni,NotA,NotA,std_mat,chem,mtech,1,Yes
prof,eni,NotA,NotA,std_mat,chem,mtech,2,Yes
prof,chem,NotA,NotA,std_mat,IT,mtech,1,Yes
prof,chem,NotA,NotA,std_mat,IT,mtech,2,Yes
prof,chem,NotA,NotA,std_mat,eni,mtech,1,Yes
prof,chem,NotA,NotA,std_mat,eni,mtech,2,Yes
prof,chem,NotA,NotA,std_mat,pha,mtech,1,Yes
prof,chem,NotA,NotA,std_mat,pha,mtech,2,Yes
prof,chem,NotA,NotA,std_mat,chem,mtech,1,Yes
prof,chem,NotA,NotA,std_mat,chem,mtech,2,Yes
prof,IT,NotA,NotA,stu_rec,IT,btech,1,Yes
prof,IT,NotA,NotA,stu_rec,IT,btech,2,Yes
prof,IT,NotA,NotA,stu_rec,IT,btech,3,Yes
prof,IT,NotA,NotA,stu_rec,IT,btech,4,Yes
prof,IT,NotA,NotA,stu_rec,eni,btech,1,Yes
prof,IT,NotA,NotA,stu_rec,eni,btech,2,Yes
prof,IT,NotA,NotA,stu_rec,eni,btech,3,Yes
prof,IT,NotA,NotA,stu_rec,eni,btech,4,Yes
prof,IT,NotA,NotA,stu_rec,pha,btech,1,Yes
prof,IT,NotA,NotA,stu_rec,pha,btech,2,Yes
